# {"t_start": 1591841061.3800836, "env_id": "Humanoid-v2"} 
r,l,t180.276518,36,6.122193
76.246497,16,6.208004
99.393521,23,6.329808
187.793099,37,6.522431
134.593232,27,6.70542
127.439186,25,6.856882
76.771686,16,7.018656
107.776657,23,7.170268
87.045521,18,7.350169
85.715848,18,7.460867
86.274723,18,7.559926
117.085926,24,7.719782
98.502904,20,7.852144
81.315986,17,7.970924
92.061032,19,8.062674
89.567228,18,8.189594
86.713687,18,8.30626
86.895244,18,8.409675
123.744792,25,8.592204
106.677556,22,8.743106
147.173768,31,9.055362
97.858904,20,9.236071
88.831166,18,9.36316
81.210098,17,9.496531
126.067673,28,9.691696
81.448923,17,9.801863
125.927557,25,9.974093
86.863301,18,10.185666
98.143559,20,10.384948
108.216512,22,10.552378
81.78768,17,10.707625
76.763879,16,10.818865
91.845431,19,10.98102
169.051338,35,11.223329
76.462947,16,11.326221
104.886899,22,11.514587
76.582553,16,11.650703
96.239785,20,11.792645
119.947185,25,11.991518
81.486136,17,12.145083
198.504154,39,12.450774
91.747157,19,12.592327
86.516298,18,12.722352
133.629265,28,12.933429
81.537297,17,13.065359
81.561494,17,13.176033
82.099688,17,13.299861
95.044395,20,13.425127
220.570425,44,13.725417
81.283736,17,13.845006
176.811912,35,14.090499
147.275767,30,14.297715
81.792779,17,14.410892
103.607397,21,14.54768
134.80918,29,14.762447
76.455575,16,14.881291
81.257086,17,15.010561
86.619947,18,15.130834
93.17241,19,15.298322
92.917364,19,15.426183
86.440356,18,15.542531
101.794071,22,15.678506
81.265298,17,15.784199
81.572283,17,15.898616
193.197985,42,16.179787
138.899931,30,16.402345
81.678728,17,16.523457
153.156914,32,16.727374
118.869751,25,16.901314
141.700607,30,17.097469
76.420298,16,17.191153
98.070631,20,17.310354
257.436535,51,17.61682
76.464443,16,17.711998
81.62436,17,17.8222
98.477683,20,17.962545
95.176542,20,18.091136
106.379562,23,18.237005
138.005138,28,18.427737
179.214879,37,18.687983
124.713771,26,18.865563
105.436026,22,19.042819
85.330618,18,19.194101
132.022514,26,19.335062
91.965685,19,19.473477
81.337708,17,19.585215
132.265401,28,19.741014
81.621272,17,19.882584
81.352661,17,20.020411
92.618144,19,20.167901
94.399476,20,20.353777
99.067303,20,24.105402
91.428696,19,24.235293
132.547222,27,24.402716
95.204502,19,24.531266
87.384274,18,24.631235
93.072572,19,24.748526
87.332322,18,24.868724
121.331612,25,25.053575
76.6604,16,25.160539
144.432654,29,25.352387
76.487811,16,25.494289
114.338156,25,25.667608
81.178832,17,25.777981
76.64784,16,25.881354
81.420204,17,25.988183
112.25089,22,26.203447
117.957494,23,26.488874
81.171691,17,26.645515
93.592205,19,26.79177
148.710297,30,27.012954
112.215453,23,27.192795
121.492706,24,27.37908
92.336811,19,27.499407
194.532058,42,27.814038
144.945127,29,28.016418
76.342746,16,28.145928
86.241792,18,28.267314
81.785343,17,28.385265
105.226023,22,28.542784
172.013485,37,28.83201
110.25797,22,29.058154
81.331883,17,29.244298
132.756555,27,29.459555
76.616005,16,29.59903
124.659676,25,29.791302
177.177732,36,30.050376
76.274369,16,30.167262
183.491437,39,30.445269
159.274293,31,30.66994
76.594292,16,30.794271
92.013064,19,30.923129
107.73977,22,31.059253
168.991576,34,31.389704
134.508965,29,31.622234
76.503523,16,31.810346
110.24134,22,31.995344
81.524394,17,32.140138
127.840674,26,32.455611
87.962965,18,32.539387
128.697115,27,32.689568
81.531808,17,32.787794
86.671928,18,32.891006
152.2348,32,33.13679
91.48005,19,33.294286
189.938323,39,33.611802
76.797222,16,33.736603
153.935274,35,33.985508
156.840069,32,34.21555
93.796597,19,34.38127
115.465937,23,34.525297
81.514822,17,34.659967
127.527174,27,34.927066
81.392852,17,35.059937
94.551849,19,35.23998
127.052202,25,35.432842
76.555413,16,35.541169
92.987204,19,35.677998
114.34828,23,35.801824
153.893274,30,35.966565
121.433236,24,36.147181
150.52016,30,36.373682
81.096119,17,36.504928
85.99057,18,36.63753
87.613379,18,36.823281
117.254783,24,36.975709
76.608554,16,37.099811
88.467603,18,37.211373
81.760109,17,37.339618
93.385751,20,37.486984
148.716832,30,37.690359
76.62688,16,37.807029
91.778842,19,37.951003
93.381749,19,38.059279
76.670658,16,38.165109
76.29514,16,38.27067
147.657133,29,38.433191
93.713189,19,38.548737
81.251795,17,38.659434
81.426907,17,38.761442
95.91047,20,38.904001
93.886839,20,39.053301
131.778413,27,39.255346
104.179244,21,43.564259
86.276466,18,43.69333
174.048528,36,44.006706
108.835516,22,44.165476
76.56051,16,44.272515
86.795432,18,44.438282
88.672658,18,44.563349
140.119852,28,44.751881
76.234197,16,44.863539
117.36543,26,45.106997
81.999069,17,45.262251
81.193032,17,45.395367
124.093716,25,45.557365
120.556701,25,45.711484
81.410699,17,45.81047
81.447842,17,45.95553
124.521517,24,46.166825
76.346448,16,46.28947
81.491188,17,46.398277
82.04422,17,46.50021
179.775342,37,46.780836
119.681972,25,46.955398
76.453184,16,47.054954
76.469346,16,47.212849
91.285581,19,47.354465
81.09228,17,47.480718
130.161272,27,47.625315
154.699537,30,47.855148
86.31236,18,47.994834
171.973692,34,48.301372
136.722344,28,48.481426
80.969672,17,48.641982
117.163863,24,48.799213
197.375773,42,49.098117
109.677761,22,49.272729
81.649008,17,49.392652
86.774687,18,49.510394
81.196405,17,49.629781
109.541599,22,49.785104
91.568675,19,49.914807
81.234652,17,50.018163
140.496729,29,50.184507
103.848775,21,50.32607
103.343108,21,50.446414
191.052865,37,50.676711
206.631659,45,50.966441
86.136923,18,51.094702
76.432646,16,51.219188
91.56746,19,51.339124
140.55492,30,51.528338
81.399071,17,51.635015
88.10678,18,51.747685
104.882004,21,51.863473
85.905461,18,51.950317
91.085173,19,52.04118
76.436081,16,52.122175
92.239635,19,52.227073
81.147036,17,52.315494
139.544192,28,52.474388
102.783268,21,52.675456
124.894307,25,52.967051
181.740682,39,53.204707
132.11971,26,53.355913
123.014518,25,53.499005
176.811213,35,53.683295
90.876975,19,53.799096
91.794121,19,53.914418
161.195345,32,54.116415
93.304722,19,54.23413
87.957479,18,54.349867
85.983016,18,54.471269
86.630878,18,54.588805
109.303534,22,54.728692
92.958621,19,54.904603
86.207631,18,55.047558
126.603121,25,55.233003
98.396748,20,55.408463
87.383587,18,55.551912
164.01064,33,55.779776
100.489029,21,55.92768
106.784952,23,56.070668
83.924965,18,56.185512
127.50248,24,56.334876
112.724695,24,56.489858
130.535417,28,56.684037
76.554697,16,56.807119
117.425676,24,57.002542
92.212591,19,57.157162
129.897688,26,57.324028
137.718591,28,57.567348
126.844005,25,57.767865
137.10438,27,60.871068
115.249613,26,61.026754
103.122907,21,61.126245
138.063568,27,61.295509
76.35106,16,61.420006
113.539017,24,61.615904
120.834839,24,61.809376
171.79871,34,62.0716
108.342925,22,62.215157
81.068667,17,62.322298
174.145804,34,62.547345
172.006081,34,62.758001
166.472247,33,63.007723
76.383898,16,63.107404
88.910132,18,63.210357
142.288687,29,63.415837
160.268333,33,63.725008
81.01344,17,63.852999
98.41497,20,64.011965
81.631213,17,64.137172
132.781263,28,64.347614
127.90016,26,64.530939
94.582346,19,64.678247
132.155747,27,64.90414
114.943155,23,65.094779
157.733113,32,65.321795
81.119796,17,65.43559
76.632014,16,65.539232
142.158897,30,65.777769
81.558183,17,65.915416
81.19278,17,66.049168
81.235731,17,66.186396
99.000614,20,66.306863
81.490102,17,66.439857
76.444907,16,66.566003
144.827676,29,66.809298
93.031776,19,66.927041
139.120375,30,67.135813
120.337738,25,67.33127
121.144641,24,67.483168
